Id,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,TotalSF,TotalBathrooms,HouseAge,YearsSinceRemodel,TotalPorchSF,QualityLivingArea,GarageScore
850,80,RL,80.0,9600,Reg,Lvl,FR2,Gtl,Veenker,Feedr,1Fam,SLvl,6,7,1976,1994,Hip,Plywood,Plywood,BrkFace,360.0,Gd,Gd,CBlock,TA,TA,No,Unf,0,Unf,0,528,528,GasA,Ex,Y,SBrkr,1094,761,0,1855,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1976.0,RFn,2,512,TA,TA,Y,113,100,0,0,0,0,0,8,2007,WD,Normal,187000,2383,2.5,31,13,213,11130,1024
851,120,RM,36.0,4435,Reg,Lvl,Inside,Gtl,CollgCr,Norm,TwnhsE,1Story,6,5,2003,2003,Gable,VinylSd,VinylSd,BrkFace,170.0,Gd,TA,PConc,Gd,TA,Av,GLQ,659,Unf,0,189,848,GasA,Ex,Y,SBrkr,848,0,0,848,1,0,1,0,1,1,Gd,3,Typ,0,None,Attchd,2003.0,Fin,2,420,TA,TA,Y,140,0,0,0,0,0,0,11,2007,WD,Normal,131500,1696,2.0,4,4,140,5088,840
852,120,RL,69.0,3196,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,TwnhsE,1Story,8,5,2003,2003,Gable,VinylSd,VinylSd,BrkFace,40.0,Gd,TA,PConc,Gd,TA,Gd,Unf,0,Unf,0,1273,1273,GasA,Ex,Y,SBrkr,1456,0,0,1456,0,0,2,0,2,1,Gd,7,Typ,1,TA,Attchd,2003.0,Fin,2,400,TA,TA,Y,143,20,0,0,0,0,0,5,2006,WD,Normal,215000,2729,2.0,3,3,163,11648,800
853,75,RL,53.0,7128,Reg,Lvl,Inside,Gtl,Crawfor,Norm,1Fam,2.5Unf,7,5,1941,1950,Gable,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,Rec,364,Unf,0,554,918,GasA,Gd,Y,SBrkr,918,728,0,1646,0,0,2,0,4,1,TA,7,Typ,2,Gd,Detchd,1941.0,Unf,1,240,TA,TA,Y,0,0,0,0,126,0,0,8,2007,WD,Normal,164000,2564,2.0,66,57,126,11522,240
854,80,RL,69.0,12095,IR1,Lvl,Corner,Gtl,NAmes,Norm,1Fam,SLvl,6,6,1964,1964,Gable,MetalSd,HdBoard,BrkFace,115.0,TA,Gd,CBlock,TA,TA,Gd,Rec,564,Unf,0,563,1127,GasA,TA,Y,SBrkr,1445,0,0,1445,0,0,1,1,3,1,TA,7,Typ,1,Fa,Attchd,1964.0,RFn,2,645,TA,TA,Y,180,0,0,0,0,0,0,8,2009,WD,Normal,158000,2572,1.5,45,45,180,8670,1290
855,20,RL,102.0,17920,Reg,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,1Story,5,4,1955,1974,Hip,Wd Sdng,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Mn,ALQ,306,Rec,1085,372,1763,GasA,TA,Y,SBrkr,1779,0,0,1779,1,0,1,1,3,1,TA,6,Typ,1,Gd,Attchd,1955.0,Unf,2,454,TA,TA,Y,0,418,0,0,312,0,0,7,2006,WD,Abnorml,170000,3542,2.5,51,32,730,8895,908
856,20,RL,69.0,6897,IR1,Lvl,Corner,Gtl,Sawyer,Norm,1Fam,1Story,5,8,1962,2010,Gable,HdBoard,HdBoard,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,659,Unf,0,381,1040,GasA,Ex,Y,SBrkr,1040,0,0,1040,1,0,1,1,3,1,TA,6,Typ,0,None,Detchd,1962.0,Unf,1,260,TA,TA,Y,0,104,0,0,0,0,0,4,2010,WD,Normal,127000,2080,2.5,48,0,104,5200,260
857,80,RL,69.0,10970,IR1,Low,Inside,Mod,CollgCr,Norm,1Fam,SLvl,6,6,1978,1978,Gable,Plywood,HdBoard,None,0.0,TA,TA,CBlock,Gd,Gd,Gd,GLQ,505,LwQ,435,0,940,GasA,TA,Y,SBrkr,1026,0,0,1026,1,0,1,0,3,1,TA,5,Typ,0,None,Detchd,1981.0,Unf,2,576,TA,Fa,Y,0,0,34,0,0,0,0,10,2008,WD,Normal,147000,1966,2.0,30,30,34,6156,1152
858,60,RL,65.0,8125,Reg,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,6,5,1994,1995,Gable,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,702,702,GasA,Gd,Y,SBrkr,702,779,0,1481,0,0,2,1,3,1,TA,6,Typ,1,TA,Attchd,1994.0,Fin,2,343,TA,TA,Y,0,36,0,0,0,0,0,3,2009,WD,Normal,174000,2183,2.5,15,14,36,8886,686
859,20,RL,80.0,10400,Reg,Lvl,Inside,Gtl,NWAmes,Norm,1Fam,1Story,7,5,1976,1976,Gable,HdBoard,HdBoard,BrkFace,189.0,TA,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,1090,1090,GasA,TA,Y,SBrkr,1370,0,0,1370,0,0,2,0,3,1,TA,6,Typ,1,TA,Attchd,1976.0,RFn,2,479,TA,TA,Y,0,0,0,0,0,0,0,6,2009,WD,Family,152000,2460,2.0,33,33,0,9590,958
860,60,RL,69.0,11029,IR1,Lvl,Corner,Gtl,NWAmes,PosA,1Fam,2Story,6,7,1968,1984,Gable,HdBoard,HdBoard,BrkFace,220.0,TA,TA,CBlock,TA,TA,Mn,BLQ,619,Unf,0,435,1054,GasA,TA,Y,SBrkr,1512,1142,0,2654,1,0,2,1,4,1,Gd,9,Typ,1,Gd,Attchd,1968.0,Unf,2,619,TA,TA,Y,0,65,0,0,222,0,0,8,2006,WD,Normal,250000,3708,3.5,38,22,287,15924,1238
861,50,RL,55.0,7642,Reg,Lvl,Corner,Gtl,Crawfor,Norm,1Fam,1.5Fin,7,8,1918,1998,Gable,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,912,912,GasA,Gd,Y,SBrkr,912,514,0,1426,0,0,1,1,3,1,Gd,7,Typ,1,Gd,Detchd,1925.0,Unf,1,216,TA,TA,Y,0,240,0,0,0,0,0,6,2007,WD,Normal,189950,2338,1.5,89,9,240,9982,216
862,190,RL,75.0,11625,Reg,Lvl,Inside,Gtl,Sawyer,Norm,2fmCon,1Story,5,4,1965,1965,Hip,Plywood,HdBoard,None,0.0,TA,TA,PConc,TA,TA,Mn,BLQ,841,Unf,0,198,1039,GasA,Ex,Y,SBrkr,1039,0,0,1039,1,0,1,1,3,1,TA,6,Typ,0,None,Attchd,1965.0,Unf,2,504,TA,TA,Y,0,0,0,0,0,0,0,4,2010,WD,Normal,131500,2078,2.5,45,45,0,5195,1008
863,20,RL,81.0,9672,Reg,Lvl,Corner,Gtl,SawyerW,Norm,1Fam,1Story,6,5,1984,1985,Hip,HdBoard,Plywood,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,338,Unf,0,702,1040,GasA,TA,Y,SBrkr,1097,0,0,1097,0,0,2,0,3,1,TA,6,Typ,0,None,Attchd,1986.0,Unf,2,480,TA,TA,Y,0,0,0,0,0,0,0,5,2010,WD,Normal,152000,2137,2.0,26,25,0,6582,960
864,20,RL,70.0,7931,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,5,1959,1959,Hip,BrkFace,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,1148,Unf,0,0,1148,GasA,TA,Y,SBrkr,1148,0,0,1148,1,0,1,0,3,1,TA,6,Typ,0,None,Attchd,1959.0,Unf,1,672,TA,TA,Y,0,0,0,0,0,0,0,7,2009,WD,Normal,132500,2296,2.0,50,50,0,5740,672
865,20,FV,72.0,8640,Reg,Lvl,Inside,Gtl,Somerst,Norm,1Fam,1Story,7,5,2007,2008,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,TA,No,Unf,0,Unf,0,1372,1372,GasA,Ex,Y,SBrkr,1372,0,0,1372,0,0,2,0,3,1,Gd,6,Typ,0,None,Attchd,2008.0,Fin,2,529,TA,TA,Y,0,140,0,0,0,0,0,5,2008,New,Partial,250580,2744,2.0,1,0,140,9604,1058
866,20,RL,69.0,8750,IR1,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,6,1970,1970,Gable,MetalSd,MetalSd,BrkFace,76.0,TA,TA,CBlock,TA,TA,No,BLQ,828,Unf,0,174,1002,GasA,TA,Y,SBrkr,1002,0,0,1002,1,0,1,0,3,1,TA,5,Typ,0,None,Detchd,1973.0,Unf,2,902,TA,TA,Y,0,0,0,0,0,0,0,8,2009,WD,Normal,148500,2004,2.0,39,39,0,5010,1804
867,20,RL,67.0,10656,IR1,HLS,Inside,Gtl,Timber,Norm,1Fam,1Story,8,5,2006,2007,Gable,VinylSd,VinylSd,Stone,274.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1638,1638,GasA,Ex,Y,SBrkr,1646,0,0,1646,0,0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,2007.0,RFn,3,870,TA,TA,Y,192,80,0,0,0,0,0,11,2007,New,Partial,248900,3284,2.0,1,0,272,13168,2610
868,20,RL,85.0,6970,Reg,Lvl,Corner,Gtl,Sawyer,Feedr,1Fam,1Story,4,5,1961,1961,Gable,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,932,Unf,0,108,1040,GasA,TA,Y,SBrkr,1120,0,0,1120,1,0,1,1,3,1,Fa,5,Typ,0,None,Attchd,1961.0,RFn,2,544,TA,TA,Y,168,0,0,0,0,0,400,5,2007,WD,Normal,129000,2160,2.5,46,46,168,4480,1088
869,60,RL,69.0,14762,IR2,Lvl,Corner,Gtl,Gilbert,Feedr,1Fam,2Story,5,6,1948,1950,Gable,Plywood,Plywood,None,0.0,TA,TA,Slab,None,None,None,None,0,None,0,0,0,GasA,Gd,Y,SBrkr,1547,720,53,2320,0,0,2,0,2,1,TA,7,Typ,1,TA,Attchd,1979.0,Unf,2,672,TA,TA,P,120,144,0,0,0,0,0,5,2006,WD,Normal,169000,2267,2.0,58,56,264,11600,1344
870,60,RL,80.0,9938,Reg,Lvl,Inside,Gtl,SawyerW,Norm,1Fam,2Story,7,5,1993,1994,Gable,MetalSd,MetalSd,BrkFace,246.0,Gd,TA,PConc,Gd,TA,No,GLQ,750,Unf,0,300,1050,GasA,Ex,Y,SBrkr,1062,887,0,1949,1,0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,1993.0,Fin,2,574,TA,TA,Y,156,90,0,0,0,0,0,6,2010,WD,Normal,236000,2999,3.5,17,16,246,13643,1148
871,20,RL,60.0,6600,Reg,Lvl,Inside,Gtl,NAmes,PosN,1Fam,1Story,5,5,1962,1962,Hip,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,894,894,GasA,Gd,N,SBrkr,894,0,0,894,0,0,1,0,2,1,TA,5,Typ,0,None,Detchd,1962.0,Unf,1,308,TA,TA,Y,0,0,0,0,0,0,0,8,2009,WD,Normal,109500,1788,1.0,47,47,0,4470,308
872,60,RL,70.0,8750,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,6,5,1998,1998,Gable,VinylSd,VinylSd,BrkFace,116.0,TA,TA,PConc,Gd,TA,No,GLQ,505,Unf,0,299,804,GasA,Ex,Y,SBrkr,804,878,0,1682,0,0,2,1,3,1,Gd,7,Typ,0,None,Attchd,1998.0,RFn,2,523,TA,TA,Y,0,77,0,0,0,0,0,6,2010,WD,Normal,200500,2486,2.5,12,12,77,10092,1046
873,20,RL,74.0,8892,Reg,Lvl,Corner,Gtl,NAmes,Norm,1Fam,1Story,5,7,1953,1996,Gable,WdShing,Wd Shng,None,0.0,Gd,TA,Stone,TA,TA,Av,Unf,0,Unf,0,105,105,GasA,Gd,Y,SBrkr,910,0,0,910,0,0,1,0,3,1,Gd,5,Typ,0,None,Attchd,1953.0,Unf,2,414,TA,TA,Y,196,0,150,0,0,0,0,10,2008,WD,Normal,116000,1015,1.0,55,12,346,4550,828
874,40,RL,60.0,12144,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,7,1949,1950,Gable,HdBoard,HdBoard,None,0.0,Gd,TA,CBlock,TA,TA,No,Rec,375,Unf,0,457,832,GasA,Gd,Y,SBrkr,1036,0,232,1268,0,0,1,0,3,1,TA,6,Typ,1,Gd,Attchd,1949.0,Unf,1,288,TA,TA,Y,0,28,0,0,0,0,0,9,2009,WD,Normal,133000,1868,1.0,60,59,28,6340,288
875,50,RM,52.0,5720,Reg,Lvl,Inside,Gtl,OldTown,Artery,1Fam,1.5Fin,5,6,1941,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,676,676,GasA,Ex,Y,SBrkr,676,455,0,1131,0,0,1,1,3,1,TA,5,Typ,0,None,Detchd,1941.0,Unf,1,200,TA,TA,Y,26,0,0,0,0,0,0,8,2009,WD,Abnorml,66500,1807,1.5,68,59,26,5655,200
876,60,FV,75.0,9000,Reg,Lvl,Inside,Gtl,Somerst,Norm,1Fam,2Story,8,5,2007,2007,Gable,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,64,Unf,0,1120,1184,GasA,Ex,Y,SBrkr,1184,1426,0,2610,0,0,2,1,4,1,Ex,11,Typ,1,Gd,BuiltIn,2007.0,Fin,2,550,TA,TA,Y,208,364,0,0,0,0,0,8,2007,New,Partial,303477,3794,2.5,0,0,572,20880,1100
877,20,RL,94.0,25286,Reg,HLS,Inside,Mod,Mitchel,Norm,1Fam,1Story,4,5,1963,1963,Gable,HdBoard,Plywood,None,0.0,TA,TA,PConc,TA,TA,Gd,ALQ,633,Unf,0,431,1064,GasA,Gd,Y,SBrkr,1040,0,0,1040,1,0,1,0,3,1,TA,5,Typ,0,None,Attchd,1963.0,Unf,2,648,TA,TA,Y,0,0,0,0,0,0,0,1,2007,WD,Normal,132250,2104,2.0,44,44,0,4160,1296
878,60,RL,74.0,8834,Reg,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,2Story,9,5,2004,2005,Hip,VinylSd,VinylSd,Stone,216.0,Gd,TA,PConc,Ex,TA,No,GLQ,1170,Unf,0,292,1462,GasA,Ex,Y,SBrkr,1462,762,0,2224,1,0,2,1,4,1,Ex,10,Typ,1,Gd,Attchd,2004.0,Fin,3,738,TA,TA,Y,184,0,0,0,0,0,0,6,2009,WD,Normal,350000,3686,3.5,5,4,184,20016,2214
879,85,RL,88.0,11782,IR1,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,SFoyer,5,7,1961,1995,Gable,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,899,Unf,0,210,1109,GasA,TA,Y,SBrkr,1155,0,0,1155,1,0,1,0,3,1,Gd,6,Min2,0,None,Detchd,1987.0,Unf,2,576,TA,TA,Y,192,0,0,0,0,0,400,6,2010,WD,Normal,148000,2264,2.0,49,15,192,5775,1152
880,20,RL,69.0,7000,IR1,Lvl,CulDSac,Gtl,CollgCr,Norm,1Fam,1Story,5,8,1978,2005,Gable,VinylSd,VinylSd,BrkFace,90.0,Gd,Gd,CBlock,TA,TA,No,ALQ,646,Unf,0,218,864,GasA,Ex,Y,SBrkr,864,0,0,864,1,0,1,0,3,1,TA,6,Typ,0,None,Attchd,1978.0,Unf,1,336,TA,TA,Y,0,0,0,0,0,0,0,7,2009,WD,Normal,136500,1728,2.0,31,4,0,4320,336
881,20,RL,60.0,7024,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1Story,5,5,2005,2006,Gable,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Ex,Gd,No,ALQ,980,Unf,0,110,1090,GasA,Gd,Y,SBrkr,1090,0,0,1090,1,0,1,1,2,1,TA,5,Typ,0,None,Attchd,2005.0,Fin,2,450,TA,TA,Y,0,49,0,0,0,0,0,6,2007,WD,Normal,157000,2180,2.5,2,1,49,5450,900
882,50,RL,44.0,13758,IR1,Lvl,CulDSac,Gtl,Timber,Norm,1Fam,1.5Fin,7,5,1990,1991,Gable,HdBoard,HdBoard,BrkFace,117.0,Gd,Gd,CBlock,Gd,TA,Mn,LwQ,902,Unf,0,254,1156,GasA,Ex,Y,SBrkr,1187,530,0,1717,0,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,1990.0,RFn,2,400,TA,TA,Y,168,36,0,0,0,0,0,4,2007,WD,Normal,187500,2873,2.5,17,16,204,12019,800
883,60,RL,69.0,9636,IR1,Lvl,Corner,Gtl,Gilbert,Norm,1Fam,2Story,6,5,1992,1993,Gable,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,808,808,GasA,Gd,Y,SBrkr,808,785,0,1593,0,0,2,1,3,1,TA,7,Typ,1,TA,BuiltIn,1993.0,RFn,2,389,TA,TA,Y,342,40,0,0,0,0,0,12,2009,WD,Normal,178000,2401,2.5,17,16,382,9558,778
884,75,RL,60.0,6204,Reg,Bnk,Inside,Gtl,SWISU,Norm,1Fam,2.5Fin,4,5,1912,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,PConc,TA,Fa,No,Unf,0,Unf,0,795,795,GasA,TA,N,SBrkr,954,795,481,2230,1,0,1,0,5,1,TA,10,Typ,0,None,Detchd,1997.0,Unf,1,440,TA,Gd,Y,0,188,0,0,0,0,0,3,2006,WD,Normal,118500,2544,2.0,94,56,188,8920,440
885,20,RL,65.0,7150,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,5,1967,1967,Gable,HdBoard,HdBoard,BrkFace,60.0,TA,TA,CBlock,TA,TA,No,BLQ,432,Unf,0,460,892,GasA,TA,Y,SBrkr,892,0,0,892,0,0,1,0,3,1,TA,5,Typ,0,None,Attchd,1967.0,RFn,1,288,TA,TA,Y,0,0,0,0,0,0,0,7,2009,WD,Normal,100000,1784,1.0,42,42,0,4460,288
886,120,FV,50.0,5119,IR1,Lvl,CulDSac,Gtl,Somerst,Norm,TwnhsE,1Story,9,5,1999,2000,Gable,MetalSd,MetalSd,BrkFace,60.0,Gd,TA,PConc,Ex,TA,Av,GLQ,1238,Unf,0,460,1698,GasA,Ex,Y,SBrkr,1709,0,0,1709,1,0,2,0,2,1,Gd,5,Typ,1,TA,Attchd,1999.0,Fin,2,506,TA,TA,Y,97,65,0,0,0,0,0,1,2008,CWD,Abnorml,328900,3407,3.0,9,8,162,15381,1012
887,90,RL,70.0,8393,Reg,Lvl,Corner,Gtl,NAmes,Norm,Duplex,1Story,5,5,1959,2005,Gable,MetalSd,MetalSd,BrkFace,122.0,TA,TA,CBlock,TA,TA,No,LwQ,528,Unf,0,1098,1626,GasA,Ex,Y,SBrkr,1712,0,0,1712,0,0,2,0,4,2,TA,8,Typ,0,None,Attchd,2005.0,Fin,2,588,TA,TA,Y,272,54,0,0,0,0,0,6,2006,WD,Family,145000,3338,2.0,47,1,326,8560,1176
888,50,RL,59.0,16466,IR1,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1.5Fin,5,7,1955,1955,Gable,MetalSd,MetalSd,None,0.0,TA,Gd,PConc,TA,TA,No,Unf,0,Unf,0,816,816,GasA,TA,Y,SBrkr,872,521,0,1393,0,0,1,1,3,1,TA,8,Typ,0,None,Attchd,1955.0,Unf,1,300,TA,TA,Y,121,0,0,0,265,0,0,4,2008,WD,Normal,135500,2209,1.5,53,53,386,6965,300
889,20,RL,95.0,15865,IR1,Lvl,Inside,Mod,NAmes,Norm,1Fam,1Story,8,6,1970,1970,Flat,Wd Sdng,Wd Sdng,None,0.0,Gd,Gd,PConc,TA,Gd,Gd,ALQ,351,Rec,823,1043,2217,GasA,Ex,Y,SBrkr,2217,0,0,2217,1,0,2,0,4,1,Gd,8,Typ,1,TA,Attchd,1970.0,Unf,2,621,TA,TA,Y,81,207,0,0,224,0,0,10,2007,WD,Normal,268000,4434,3.0,37,37,512,17736,1242
890,20,RL,128.0,12160,Reg,Lvl,Inside,Gtl,NAmes,Feedr,1Fam,1Story,6,4,1953,1953,Hip,Wd Sdng,Wd Sdng,BrkFace,90.0,TA,TA,CBlock,TA,TA,No,BLQ,1024,Unf,0,481,1505,GasA,Ex,Y,SBrkr,1505,0,0,1505,1,0,1,0,2,1,TA,6,Typ,1,TA,Attchd,1953.0,RFn,2,505,TA,TA,Y,0,0,0,162,0,0,0,2,2009,WD,Normal,149500,3010,2.0,56,56,162,9030,1010
891,50,RL,60.0,8064,Reg,Lvl,Corner,Gtl,NAmes,Artery,1Fam,1.5Fin,5,7,1949,2006,Gable,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,Mn,Unf,0,Unf,0,672,672,GasA,Ex,Y,SBrkr,672,252,0,924,0,0,1,0,3,1,TA,6,Typ,1,Po,Detchd,2003.0,Unf,2,576,TA,TA,Y,0,0,0,0,0,0,2000,7,2007,WD,Normal,122900,1596,1.0,58,1,0,4620,1152
892,60,RL,70.0,11184,Reg,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,2Story,6,5,1978,1978,Hip,HdBoard,HdBoard,BrkFace,92.0,TA,TA,CBlock,TA,TA,No,LwQ,226,Rec,500,192,918,GasA,Gd,Y,SBrkr,918,765,0,1683,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1978.0,RFn,2,440,TA,TA,Y,243,0,0,0,0,0,0,7,2009,WD,Normal,172500,2601,2.5,31,31,243,10098,880
893,20,RL,70.0,8414,Reg,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,1Story,6,8,1963,2003,Hip,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,GLQ,663,Unf,0,396,1059,GasA,TA,Y,SBrkr,1068,0,0,1068,0,1,1,0,3,1,TA,6,Typ,0,None,Attchd,1963.0,RFn,1,264,TA,TA,Y,192,0,0,0,0,0,0,2,2006,WD,Normal,154500,2127,1.5,43,3,192,6408,264
894,20,RL,69.0,13284,Reg,Lvl,Inside,Gtl,Sawyer,PosN,1Fam,1Story,5,5,1954,1954,Gable,Wd Sdng,Plywood,None,0.0,TA,TA,PConc,Gd,TA,Mn,BLQ,1064,Unf,0,319,1383,GasA,TA,Y,SBrkr,1383,0,0,1383,1,0,1,0,3,1,TA,6,Typ,1,Gd,Attchd,1954.0,Unf,1,354,TA,TA,Y,511,116,0,0,0,0,0,6,2008,WD,Normal,165000,2766,2.0,54,54,627,6915,354
895,90,RL,64.0,7018,Reg,Bnk,Inside,Gtl,SawyerW,Norm,Duplex,1Story,5,5,1979,1979,Gable,Plywood,Plywood,None,0.0,TA,TA,Slab,None,None,None,None,0,None,0,0,0,GasA,TA,Y,SBrkr,1535,0,0,1535,0,0,2,0,4,2,TA,8,Typ,0,None,Attchd,1979.0,Unf,2,400,TA,TA,Y,0,0,0,0,0,0,0,6,2009,WD,Alloca,118858,1535,2.0,30,30,0,7675,800
896,60,RL,71.0,7056,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,2Story,6,5,1963,1963,Hip,HdBoard,HdBoard,BrkFace,415.0,TA,TA,CBlock,TA,TA,No,BLQ,400,Unf,0,380,780,GasA,TA,Y,SBrkr,983,813,0,1796,1,0,1,1,4,1,TA,8,Typ,1,TA,Attchd,1963.0,RFn,2,483,TA,TA,Y,0,50,0,0,0,0,0,10,2008,WD,Normal,140000,2576,2.5,45,45,50,10776,966
897,30,RM,50.0,8765,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,1Fam,1Story,4,6,1936,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,285,Unf,0,666,951,GasA,Ex,N,SBrkr,951,0,0,951,0,0,1,0,2,1,TA,6,Typ,0,None,Detchd,1936.0,Unf,1,327,TA,TA,Y,0,28,0,0,0,0,0,4,2006,WD,Abnorml,106500,1902,1.0,70,56,28,3804,327
898,90,RL,64.0,7018,Reg,Lvl,Inside,Gtl,SawyerW,Feedr,Duplex,2Story,5,5,1979,1979,Gable,Plywood,Plywood,None,0.0,TA,TA,Slab,None,None,None,None,0,None,0,0,0,GasA,TA,Y,SBrkr,1120,1120,0,2240,0,0,2,0,6,2,TA,12,Typ,0,None,Detchd,1979.0,Unf,2,528,TA,TA,Y,154,0,0,0,0,0,0,6,2009,WD,Alloca,142953,2240,2.0,30,30,154,11200,1056
899,20,RL,100.0,12919,IR1,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,1Story,9,5,2009,2010,Hip,VinylSd,VinylSd,Stone,760.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,2188,Unf,0,142,2330,GasA,Ex,Y,SBrkr,2364,0,0,2364,1,0,2,1,2,1,Ex,11,Typ,2,Gd,Attchd,2009.0,Fin,3,820,TA,TA,Y,0,67,0,0,0,0,0,3,2010,New,Partial,611657,4694,3.5,1,0,67,21276,2460
900,20,RL,65.0,6993,Reg,Lvl,Inside,Gtl,Sawyer,Feedr,1Fam,1Story,5,7,1961,1994,Gable,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,465,Unf,0,447,912,GasA,TA,Y,SBrkr,1236,0,0,1236,0,0,1,0,3,1,TA,6,Typ,1,TA,Attchd,1961.0,Unf,1,288,TA,TA,Y,0,0,0,0,0,0,0,6,2006,WD,Normal,135000,2148,1.0,45,12,0,6180,288
901,20,RL,69.0,7340,IR1,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,4,6,1971,1971,Gable,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,322,Unf,0,536,858,GasA,TA,Y,SBrkr,858,0,0,858,0,0,1,0,2,1,TA,4,Typ,0,None,Detchd,1979.0,Unf,1,684,TA,TA,Y,0,0,0,0,0,0,0,6,2007,WD,Normal,110000,1716,1.0,36,36,0,3432,684
902,20,RL,64.0,8712,IR1,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,7,1957,2000,Hip,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,Mn,BLQ,860,Unf,0,132,992,GasA,TA,Y,SBrkr,1306,0,0,1306,1,0,1,0,2,1,TA,5,Typ,0,None,Detchd,1968.0,Unf,1,756,TA,TA,Y,0,0,0,0,0,0,0,5,2009,WD,Normal,153000,2298,2.0,52,9,0,6530,756
